id,ime,leto,odigrane minute,meti 3 točke,poskusi 3 točke,meti 2 točki,poskusi 2 točki,prosti meti,poskusi prostih metov,skoki v napadu,skoki v obrambi,asistence,ukradene žoge,blokade,izgubljene žoge,osebni prekrški
SAC,Sacramento Kings,2025,19880,1032,2887,2497,4498,1400,1738,901,2723,2169,620,357,1092,1548
MIL,Milwaukee Bucks,2025,19755,1161,3003,2284,4079,1421,1895,674,2882,2090,601,384,1097,1469
DET,Detroit Pistons,2025,19805,1051,2901,2452,4462,1414,1826,931,2739,2165,652,431,1219,1695
MIN,Minnesota Timberwolves,2025,19830,1233,3269,2131,3913,1411,1789,908,2726,2142,654,406,1186,1498
HOU,Houston Rockets,2025,19780,1038,2938,2446,4721,1366,1851,1200,2774,1914,689,411,1139,1557
DAL,Dallas Mavericks,2025,19730,1020,2801,2423,4393,1458,1894,828,2702,2070,636,445,1151,1458
SAS,San Antonio Spurs,2025,19730,1158,3246,2268,4116,1332,1721,896,2685,2348,674,455,1138,1363
GSW,Golden State Warriors,2025,19730,1264,3475,2078,3937,1383,1811,1029,2692,2386,771,391,1152,1571
PHO,Phoenix Suns,2025,19830,1176,3112,2205,3963,1379,1702,783,2701,2277,593,392,1153,1471
LAL,Los Angeles Lakers,2025,19730,1092,2981,2264,4026,1494,1902,792,2687,2131,633,367,1145,1415
LAC,Los Angeles Clippers,2025,19805,1022,2738,2387,4337,1416,1776,841,2750,2064,773,370,1220,1503
UTA,Utah Jazz,2025,19805,1144,3267,2161,4005,1421,1836,983,2741,2093,555,360,1412,1549
POR,Portland Trail Blazers,2025,19780,1057,3095,2268,4301,1386,1820,1095,2576,1952,678,433,1309,1558
TOR,Toronto Raptors,2025,19805,969,2786,2445,4676,1294,1729,1034,2666,2340,664,348,1257,1738
MIA,Miami Heat,2025,19930,1124,3060,2194,4078,1309,1654,798,2760,2166,668,314,1114,1275
NOP,New Orleans Pelicans,2025,19755,986,2839,2346,4529,1356,1799,993,2583,2119,701,429,1201,1499
PHI,Philadelphia 76ers,2025,19805,1041,3050,2213,4118,1439,1844,852,2411,1901,752,366,1117,1556
WAS,Washington Wizards,2025,19730,1075,3210,2158,4161,1315,1690,867,2716,2058,623,420,1276,1618
ORL,Orlando Magic,2025,19730,921,2892,2209,4142,1464,1890,914,2517,1887,729,488,1165,1648
BRK,Brooklyn Nets,2025,19780,1113,3232,1973,3828,1334,1696,894,2493,2063,639,352,1244,1698
CHO,Charlotte Hornets,2025,19755,1065,3143,2077,4165,1269,1621,1003,2703,1994,607,368,1271,1535
DEN,Denver Nuggets,2026,19930,1161,2934,2409,4262,1709,2116,801,2805,2375,560,325,1057,1569
MIA,Miami Heat,2026,19705,1123,3107,2459,4541,1624,2051,970,2825,2374,709,349,1120,1547
SAS,San Antonio Spurs,2026,19730,1116,3108,2446,4263,1586,2016,935,2921,2302,617,447,1103,1546
CLE,Cleveland Cavaliers,2026,19755,1173,3261,2381,4120,1520,1959,961,2682,2321,697,409,1147,1605
OKC,Oklahoma City Thunder,2026,19855,1135,3111,2399,4196,1557,1905,784,2834,2113,796,449,1031,1555
ATL,Atlanta Hawks,2026,19755,1201,3237,2374,4304,1363,1762,900,2670,2471,768,384,1162,1612
MIN,Minnesota Timberwolves,2026,19780,1128,3049,2367,4211,1558,2072,907,2708,2138,717,476,1214,1738
DET,Detroit Pistons,2026,19805,902,2534,2658,4806,1635,2144,1073,2663,2281,856,523,1241,1803
UTA,Utah Jazz,2026,19830,1036,3006,2453,4463,1628,2071,984,2609,2429,729,309,1272,1733
NYK,New York Knicks,2026,19755,1168,3133,2332,4195,1381,1743,1040,2700,2250,666,322,1119,1638
LAL,Los Angeles Lakers,2026,19705,970,2701,2478,4162,1674,2194,774,2587,2122,701,351,1188,1517
CHI,Chicago Bulls,2026,19755,1169,3287,2307,4130,1416,1824,849,2845,2335,627,410,1257,1561
CHO,Charlotte Hornets,2026,19755,1343,3549,2014,3743,1456,1780,1048,2730,2160,577,369,1264,1564
PHI,Philadelphia 76ers,2026,19880,1011,2896,2411,4508,1647,2035,967,2612,2017,750,464,1117,1667
ORL,Orlando Magic,2026,19830,961,2799,2402,4445,1804,2251,898,2659,2177,697,387,1162,1719
NOP,New Orleans Pelicans,2026,19805,914,2635,2541,4785,1649,2104,1002,2596,2058,726,424,1163,1634
POR,Portland Trail Blazers,2026,19755,1186,3462,2164,3927,1583,2069,1157,2614,2062,677,448,1417,1634
HOU,Houston Rockets,2026,19905,940,2580,2583,4781,1463,1917,1233,2713,2083,701,473,1261,1501
BOS,Boston Celtics,2026,19730,1268,3456,2188,3942,1238,1534,1025,2777,2021,585,410,1014,1562
MEM,Memphis Grizzlies,2026,19730,1143,3241,2247,4190,1480,1867,916,2538,2283,723,393,1236,1680
TOR,Toronto Raptors,2026,19780,932,2633,2563,4617,1478,1922,895,2557,2417,722,395,1121,1710
GSW,Golden State Warriors,2026,19805,1286,3616,2071,3664,1398,1732,932,2540,2369,796,346,1284,1608
DAL,Dallas Mavericks,2026,19855,899,2615,2533,4751,1595,2113,863,2803,2072,619,423,1193,1508
LAC,Los Angeles Clippers,2026,19780,1019,2772,2303,4085,1666,2025,784,2545,1947,738,400,1176,1549
WAS,Washington Wizards,2026,19755,1070,2983,2358,4426,1332,1738,900,2536,2054,655,452,1284,1750
PHO,Phoenix Suns,2026,19755,1210,3348,2152,4041,1298,1663,1064,2471,2021,781,347,1188,1691
IND,Indiana Pacers,2026,19755,1097,3084,2249,4220,1430,1842,806,2633,2269,605,374,1190,1710
SAC,Sacramento Kings,2026,19755,843,2476,2565,4823,1443,1870,943,2523,2095,658,372,1175,1614
MIL,Milwaukee Bucks,2026,19755,1240,3205,2105,3807,1142,1564,731,2610,2116,607,326,1247,1617
BRK,Brooklyn Nets,2026,19755,1073,3152,1998,3781,1471,1885,847,2378,2050,653,350,1292,1728
